Strategy,Games,Time Taken,Computation Time,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,Average Score,Median Score,Average Move Count,Median Moves
wall_gap-rnd_t(d=5 t=1),10000,88.338,353.258,100.0,100.0,100.0,100.0,99.9,98.34,84.52,35.0,0.69,0.0,0.0,0.0,0.0,0.0,8514.0728,7184,542.7456,494
wall_gap-rnd_t(d=5 t=2),500,217.082,866.051,100.0,100.0,100.0,100.0,100.0,99.6,97.2,83.6,29.4,0.6,0.0,0.0,0.0,0.0,17485.216,15784,972.64,924.5
wall_gap-rnd_t(d=5 t=3),500,2163.7,8617.77,100.0,100.0,100.0,100.0,100.0,99.8,98.8,92.0,58.0,8.4,0.0,0.0,0.0,0.0,25378.976,25628,1325.67,1318
wall_gap-rnd_t(d=5 t=4),500,11145.1,44380.3,100.0,100.0,100.0,100.0,100.0,100.0,99.4,98.0,73.8,21.6,0.2,0.0,0.0,0.0,33891.52,32512,1697.014,1668.5
wall_gap-rnd_t(d=5 t=5),500,39814.6,158246,100.0,100.0,100.0,100.0,100.0,100.0,99.6,97.4,83.0,37.0,2.0,0.0,0.0,0.0,42189.448,36064,2043.932,1860.5
wall_gap-rnd_t(d=5 t=6),500,110803,441847,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.8,89.4,48.6,3.8,0.0,0.0,0.0,49379.776,36654,2343.08,1917
wall_gap-mnmx(d=-1),500,13347.5,53197.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.8,72.0,12.0,0.0,0.0,0.0,0.0,31620.264,32532,1621.092,1668
wall_gap-mnmx(d=0),500,1303.57,5191.64,100.0,100.0,100.0,100.0,100.0,100.0,99.4,96.6,72.8,12.8,0.0,0.0,0.0,0.0,31694.032,32360,1620.828,1658.5
wall_gap-mnmx(d=1),200000,36.644,146.573,100.0,100.0,100.0,99.9885,99.389,90.6295,53.714,12.062,0.3235,0.0,0.0,0.0,0.0,0.0,5851.4697,5356,409.3584,380
wall_gap-mnmx(d=2),10000,106.22,424.857,100.0,100.0,100.0,100.0,99.98,99.65,97.51,83.87,36.52,0.8,0.0,0.0,0.0,0.0,19409.834,16276,1070.1232,964
wall_gap-mnmx(d=3),2000,461.475,1843.28,100.0,100.0,100.0,100.0,100.0,99.9,99.0,92.35,59.65,5.7,0.0,0.0,0.0,0.0,26274.434,27220,1382.486,1415.5
wall_gap-mnmx(d=4),500,1834.33,7303.61,100.0,100.0,100.0,100.0,100.0,100.0,99.4,92.2,62.6,10.6,0.0,0.0,0.0,0.0,28797.96,27496,1491.502,1440
wall_gap-mnmx(d=5),500,27084.8,107918,100.0,100.0,100.0,100.0,100.0,100.0,99.6,95.0,65.8,13.6,0.0,0.0,0.0,0.0,30529.104,30726,1565.786,1562
wall_gap-expmx(d=-1),500,128780,512168,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.6,86.8,36.6,0.8,0.0,0.0,94648.872,80110,4150.414,3705.5
wall_gap-expmx(d=0),500,6851.74,27240.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,75.2,17.6,0.0,0.0,0.0,73478.544,71942,3332.124,3317.5
wall_gap-expmx(d=1),200000,49.4,197.597,100.0,100.0,100.0,99.9875,99.3915,90.188,52.382,11.375,0.288,0.0,0.0,0.0,0.0,0.0,5793.9273,5296,407.3001,377
wall_gap-expmx(d=2),10000,448.013,1791.85,100.0,100.0,100.0,100.0,100.0,99.9,99.41,96.14,74.77,15.17,0.02,0.0,0.0,0.0,31942.0696,32368,1625.8582,1661
wall_gap-expmx(d=3),2000,5503.58,21993.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,94.05,51.45,3.1,0.0,0.0,0.0,51625.716,51680,2453.9905,2374
wall_gap-expmx(d=4),500,29025,115852,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.2,69.4,8.4,0.0,0.0,0.0,64785.808,70288,2998.466,3206.5
monte_carlo (t=100),500,160.697,640.679,100.0,100.0,100.0,100.0,100.0,100.0,99.8,97.4,79.8,15.0,0.0,0.0,0.0,0.0,33785.264,35590,1716.284,1828
monte_carlo (t=200),500,385.12,1534.54,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,92.0,32.2,0.0,0.0,0.0,0.0,42411.928,36264,2083.722,1880
monte_carlo (t=300),500,603.93,2404.33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,92.2,34.8,0.0,0.0,0.0,0.0,43906.384,36336,2153.214,1888
monte_carlo (t=400),500,836.868,3330.73,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,93.6,40.2,0.0,0.0,0.0,0.0,45847.84,36354,2231.768,1893
monte_carlo (t=500),500,1079.69,4313.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2,42.6,0.0,0.0,0.0,0.0,47791.744,36454,2317.558,1899.5
monte_carlo (t=600),500,1341.5,5348.22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,94.6,48.4,0.2,0.0,0.0,0.0,49908.008,36596,2403.308,1916.5
monte_carlo (t=700),500,1550.24,6183.93,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,94.2,46.4,0.0,0.0,0.0,0.0,48738.944,36524,2355.026,1906.5
monte_carlo (t=800),500,1794.21,7170.62,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.6,46.4,0.2,0.0,0.0,0.0,49565.968,36526,2390.616,1910.5
monte_carlo (t=900),500,2047.73,8157.98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,49.8,0.2,0.0,0.0,0.0,50259.544,36790,2415.412,1920.5
monte_carlo (t=1000),500,2371.66,9449.31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,97.2,56.0,0.0,0.0,0.0,0.0,53325.0,60166,2542.952,2779
monte_carlo (t=1100),500,2578.73,10259.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.8,51.6,0.2,0.0,0.0,0.0,52047.608,56456,2495.498,2582
monte_carlo (t=1200),500,2790.69,11138.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.8,50.4,0.6,0.0,0.0,0.0,51566.888,51340,2474.132,2338
monte_carlo (t=1300),500,3062.2,12199.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.6,51.4,0.2,0.0,0.0,0.0,52167.232,54260,2499.574,2498.5
monte_carlo (t=1400),500,3311.67,13207.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.8,53.2,0.4,0.0,0.0,0.0,52524.232,59604,2513.686,2740
monte_carlo (t=1500),500,3589.03,14286.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,97.2,54.4,0.2,0.0,0.0,0.0,53123.608,60074,2539.44,2766.5
monte_carlo (t=1600),500,3831.15,15297.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,54.8,0.0,0.0,0.0,0.0,53267.072,59980,2545.954,2772.5
monte_carlo (t=1700),500,4133.59,16494,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.8,58.0,0.0,0.0,0.0,0.0,54358.632,60334,2587.192,2792
monte_carlo (t=1800),500,4362.23,17344.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,99.0,57.2,0.0,0.0,0.0,0.0,53582.216,60318,2555.098,2792
monte_carlo (t=1900),500,4475.16,17852.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.0,51.2,0.0,0.0,0.0,0.0,51390.616,56364,2468.622,2563
monte_carlo (t=2000),500,4743.67,18898.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.4,51.4,0.4,0.0,0.0,0.0,51895.992,51464,2487.882,2351
monte_carlo (t=2100),500,4992.89,19920.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.6,53.0,0.0,0.0,0.0,0.0,52147.52,57856,2498.76,2647.5
monte_carlo (t=2200),500,5275.07,20982.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.6,52.8,0.8,0.0,0.0,0.0,52570.432,58860,2514.802,2715
monte_carlo (t=2300),500,5609.76,22317.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.4,56.4,0.0,0.0,0.0,0.0,53772.16,60280,2568.072,2790
monte_carlo (t=2400),500,5805.22,23112.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,97.4,55.4,0.0,0.0,0.0,0.0,53301.312,60186,2546.534,2779.5
monte_carlo (t=2500),500,6124.25,24421,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,97.6,59.0,0.2,0.0,0.0,0.0,54217.36,60328,2583.982,2798
